,text,author
741,"""There""s a lot of people in the world, but surely you""ll find someone you can trust. It doesn""t matter how many, but I""m sure there is."" Tatsumaki remained speechless. She thought about her childhood, on how she felt so isolated and alone, especially in that fucking laboratory. It brought up so many bitter memories. But before she was taken, the memory is blurry but she can slightly remember that she was... happy. Happy with her family and with Fubuki. ""...this whole damned world can""t be trusted."" she muttered. ""I am perfectly aware of my role in our society. I crush all those who pose a threat to humanity, nothing else. That""s probably why I was born. Therefore, human relations are nothing but hindrances. They""re meaningless. They weigh me down."" she muttered as she stood up and grabbed her coat. ""I""m going. I appreciate the lunch you""ve made. And I know that the Association said that you""d watch over me for a week, but I think I can handle my own. I won""t use my powers for the remaining days of my break. Goodbye."" Putting her shoes on, she left Saitama""s apartment. Humanity""s strongest hero could only stare at his closed door. Whelp, I did my best. Saitama thought as he stood up and hid his table to set down his futon before lying down on it. Staring up at his ceiling, he realized that he had a lot of free time now. He thought of what Bang said, that Tatsumaki was getting comfortable with people. It""s not really that obvious but deep inside, she probably is. She""s probably distancing herself because she""s not really familiar with it anymore. Abruptly sitting up, he knows that he""s about to regret the decision he just made. Walking towards her apartment, she adjusted her trench coat around her to wrap herself. She reluctantly admits that it felt slightly nice to have a ""friend"" but she can""t risk it. Seeing Fubuki""s powers degrade because of her so-called subordinates was painful enough for her. She had to be strong for Fubuki""s sake. As she was about to reach her apartment, she heard a familiar voice gradually coming closer. ""Yo Tats!"" Tatsumaki turned around to see Saitama running towards her. ""What the hell!? I thought I told you I""d be fine by myself!"" In a matter of seconds, Saitama was in front of her, not even tired. ""I know. And I assure you that this is outside the Association""s assignment so hear me out."" With her arms crossed she looked up at him, waiting for him to continue. ""Let""s go to the amusement park."" AFUCKINGDATEHELLYESSSSS /slapped Sorry to end it in a cliffhanger. I love cliffhangers mehehehe. Sorry about that. Sorry for the OOC-ness too. And the typos. Didn""t proof-read this one. Peace out. I""m baaaaaaaaaaaaaaack! Missed me?! ""Course not lmao. Again, I want to thank all of you dear readers for supporting my story~ I""ll be honest, I got slightly pressured because a lot of you seemed to have great expectations in this fic ; v ; and I want to live up to that! That""s why I try my best to stick to ONE""s way of writing and to their personalities. But it""s so difficult!",2750536
2926,"Instead, I look left and right, still trying to find the right question to ask. ""What are you doing here?"" just doesn""t seem to cut it. But Mikey""s hug has hammered it home once again: they""re actually human. ""When I told you to get changed when you go out, I didn""t realize you took it so literally,"" I finally quip, trying to mask my utter amazement. I lift one arm and reach across to touch first Leo, then Raph. They both let me explore their shoulders and arms with an amused smile. ""Donnie made an elixir,"" Mikey gushes, finally loosening his hold on me. ""He""s been experimenting on something like that for a while now, because he thought he could perhaps change Splinter back to human, so he could go and convince Karai that she""s actually his daughter and not Shredder""s, and Donnie, you know, he just cares so much, so he just sat down and did that nerdy stuff he likes to do, and this afternoon he basically just was like, hey guys, you wanna try it with me, we could go surprise April at her prom..."" ""Mikey!"" Donnie has blushed a deep red, which oddly harmonizes with the reddish tinge in his brown hair. ""What?"" Mikey protests. ""You said that! And you had that look..."" ""Mikey!"" Donnie looks mortified by now, and I""m pretty sure I know why. I know that Donnie has a crush on me. It would have been impossible to miss, to be honest. But I also suspect that the others know, too, and are probably giving him a hard time about it. Me, I""ve been trying not to think about it too much. At first I didn""t take it too seriously. I was probably the first girl he ever met, so excuse me for being naturally fascinating, not just for him. Lately, though, I feel like it""s developed into something deeper. The risks he took single-handedly to save me... Leo lets Donnie off the hook by simply grabbing Mikey by the scruff of his neck and pulling him away from me and towards him, where he wedges him unceremoniously between Raph and himself, like two parents may do with a child who just won""t sit still. Mikey""s protests are drowned out by the screech of microphone feedback from the stage at the other end of the room. The band is setting up. I turn to Donnie. His blush is fading but still visible, and the way he stands there, looking at the tips of his shoes, triggers a surge of affection for him in me. He is such a sweet guy, and for some reason I feel that his human look captures his true personality just perfectly. Even the glasses, which I""m pretty sure he doesn""t really need but rather just took with him to hide behind. ""Let me look at you, Donnie,"" I say gently. I stretch out an arm, touching his shoulder, letting my touch slide down his arm until I can grab his elbow and tug softly on him. He looks up. ""I wanted to surprise you,"" he says, and his voice is a little hoarse. A quick glance at his brothers, who have wandered into the opposite direction, Leo and Raph still keeping Mikey between them. ""I wanted to be part of this, at least for a moment,"" he continues when he has reassured himself his brothers aren""t listening. ""Your big night. You look so beautiful, April.""",240213
0,"I decided to throw this in as my first somewhat unofficial fic of ""Big Hero 6"" and I was surprised to see there was a fanfiction archive of the movie before it actually came out. So...this is the first one ever where I interview Hiro. Hope you guys like! My Interview with Hiro by: Terrell James Audience: (applauding as I come on the stage as the DJ plays ""All About that Bass"" from Meghan Trainor and takes a seat, greeting the entire crowd) AniUniverse: What""s up, everyone?! Audience: (cheering) AniUniverse: All righty then! Animation Universe 2005 is back with an awesome interview and man, do we have an awesome show today! It""s been a long time since I""ve been doing this since ""Rise of the Guardians"". How many of you guys still like Jack Frost? Girls in audience: (screaming) AniUniverse: Wow...I haven""t heard that many screaming girls since I""ve stepped into a One Direction concert. Audience: (laughing) AniUniverse: Well...I""m back in awesome demand now because we""ve got a wicked awesome special guest here for this interview and I""ve checked this new movie on Facebook and Twitter so many times that I""m actually looking forward to this movie! Anyways, he""s one of the breakout stars from the new Disney animated movie, ""Big Hero 6""... Audience: (cheering) AniUniverse: ...and he""s captured the hearts of many girls and nerds all over. I can""t wait until this movie comes out on November 7th. It""s my pleasure to introduce you to the lead star in the upcoming ""Big Hero 6"", put your hands together for Hiro Hamada! Audience: (screaming and cheering) Hiro: (comes to the stage while every girl applauds and he shakes hands, receives hugs and pose for selfies with them as the DJ plays ""Problem"" from Ariana Grande) Audience member: Hiro, take a selfie with me! Hiro: (jumps in to take a selfie with a few fans) Audience members: (reach out for high-fives) Hiro: (accepts the high-fives and comes over to the stage) What""s up? AniUniverse: How goes, Hiro? (gives him a bro-hug) Hiro: (takes a seat) Wow...this is pretty amazing. AniUniverse: I bet you must be used to the having all these girls scream your name, huh? Hiro: It""s pretty cool. Most of them tend to go crazy when they see me and Baymax together in either a photo shoot or promo vids. AniUniverse: It""s the perks of being in a Disney movie. Hiro: Yep. Just gotta roll with it. AniUniverse: So...""Big Hero 6"", definitely gonna blow the roof off of the holiday season in the next...5 and a half weeks? Hiro: Yeah, this movie is gonna be one of this amazing movies that I""ve been a part of and it""s based on one of the Marvel comics where this group of awesome heroes come together and form this group where we""re like...students by day and heroes by night and it""s also a little bit of a coming-of-age where I have to pick up where my brother Tadashi left off and I have to find a way to turn Baymax into a superhero. AniUniverse: You know, I""ve seen the trailers and the promo stills and they definitely look like it""s not your normal Disney animated movie. Hiro: Nope.",1276465
627,"Both boys murmured some kind of response, but Strickland was already walking away. ""What did your mother ever see in that kid?"" Doc questioned Marty. ""I don""t know, Doc,"" Marty replied. ""I don""t know. I guess she felt sorry for him because her dad hit him with the ca... hit me with the car,"" he finished quietly. ""That""s the Florence Nightingale effect. It happens in hospitals when nurses fall in love with their patients,"" Doc explained. George and Daniel suddenly dropped their stuff, their books and papers flying out everywhere. ""Get to it, kids."" He gave them a little push. ""Hey, Daniel!"" Elle said brightly, plastering a smile to her face before getting on her knees to help. ""Hey, George, buddy,"" Marty greeted his future father. ""Let us just help you with these books here-"" ""I""m sorry, but do I know you?"" Daniel asked her. ""Oh, I""m Brie-"" she coughed into her fist. ""Anne. Anne Klein. That""s my brother Calvin."" Marty did a little wave. ""Hey."" ""We""re new here, we figured you could show us around, you know, that kind of thing."" As Elle tried to engage Daniel in a decent conversation, Marty was already laying out his plan with George. ""Hey, George, do you remember me? The guy who saved your life the other day?"" ""Er... yeah,"" George said blankly, clearly not remembering. By this point they were standing up, Marty""s arm slung around his father""s shoulders. ""Good, because I""ve got someone I want you to meet..."" ""Lorraine?"" Lorraine turned at the sound of her name and flattened herself on the metal lockers behind her upon seeing Marty""s face. ""Calvin!"" she exclaimed. Two other girls flanked her, both gazing at the newcomers with interest. ""I""d like you to meet my good friend, George Mcfly,"" Marty said. George walked up to her and leaned on the locker next to her in a futile attempt to look cool. ""Hi, it""s really a pleasure to meet..."" George began, but Lorraine ignored him and took a few steps towards Marty. She reached out to touch his head. ""How""s your head?"" Before she made contact, Marty ducked away. ""Oh, I""ve been so worried about you ever since you ran off the other night. Are you okay?"" The bell rang as soon as the words left her mouth, and her friends tugged at her to get moving. ""Come on, Lorraine, we""ll be late!"" She was practically swooning. ""Oh, isn""t he a dreamboat?"" she simpered. Elle turned to say something to Daniel but she found he was already gone. She walked back to Doc. ""She didn""t even look at him,"" Marty reported hopelessly. ""This is more serious than I thought,"" Doc replied, his eyes wide again. ""Apparently, your mother is amorously infatuated with you instead of your father!"" ""Whoa, wait a minute, Doc. Are you trying to tell me that my mother... has got the hots for me?"" he asked, his voice cracking. ""Precisely!"" Doc answered. ""This is heavy."" Doc frowned. ""There""s that word again. Heavy. Why are things so heavy in the future? Is there something wrong with the Earth""s gravitational pull?"" ""Doc..."" He shook his head and they continued walking down the corridor.",2855986
145,"""Yeah, M""fine,"" he answered without missing a beat, but his dark orbs said something else entirely. These eyes...they didn""t seem like the Stiles that I knew, and before I even realized what I was actually doing, I""d already found myself carefully taking a step back into Scott""s side; just like any young animal would do when it felt threatened. Sadly though, it seemed that IT had taken notice of this strange and hesitant behavior as well, because in the next second I found his eyes slowly wandering up and down my entire little frame. Though, that wasn""t half as frightening as when I noticed his eyes linger just a little bit longer on the way that I clung so tightly next to his best-friend; almost as if Scott were practically my last life line. Either way, it seemed my whole entire existence merely intrigued him, but instead of pushing anymore limits, he finally decided to turn back to Scott, and ask, ""What""s been going on?"" Scott seemed to almost let out a relieved sort of sigh, as Stiles finally approached him in his normal friendly-like manner. However, I decided to remain on guard and wary of the teen regardless, while I still clung just as closely to the young wolf at my side. Obviously sensing my stubbornness to relent, I noticed ""Stiles,' turn to give me a small smile that was meant to be warm and inviting, but all that did was send an icy cold chill to run up and down my spine. Nothing about that smile seemed warm or inviting. Plus, he knew that, and within seconds I found him raising a curious brow in my direction; one that didn""t seem too happy with the reluctance that I was giving him. He wanted me to conform to his little ruse...he wanted me to believe that it was actually the man that I cared about standing before me. He wanted to trick me. But I wouldn""t be easily tricked. At least...not by him. So, gathering up my wits the best that I could, I decided to play along with his game for now. Besides, I knew what his fate would be in the end, and that was enough to convince me that he wasn""t quite as unbeatable as he thought he was. It even gave me enough courage that I needed within that moment to finally ask, ""Are you sure you""re alright, Stiles. You seemed pretty desperate to get a hold of me earlier. I was really starting to worry about you."" All Void could do was simply smile in return to my question; almost as if he were trying to analyze the very meaning behind every little syllable. However, after noticing even Scott""s curious looks towards him, he went on to reply, ""Yeah, I""m good. Pinky promise even. I was just... mostly worried about you if anything."" Glancing back between me and Scott once more, I saw him take in the way that Scott was gently squeezing my hand in comfort; almost as if the werewolf were trying to secretly say to me without words, ""See, I told you everything would be fine."" However, relieved, was the last thing that I felt at that moment, and they both could obviously see that by the way that I""d glanced between them.",806976
118,"""Will do"" O""Reily walked past Said and Beecher and gave them a look before finally exiting the hospital, with a new plan for Johnson already spinning in his head, damn this was going to be good. Miguel Alvarez tapped his fingers anxiously across the metal bars of the little cell he was in, Alvarez could feel his mind screaming at him to find a way for him to get out this little box, this little fucken cell, the same fucken tiny cell that was driving him insane... he had to be back in EmCity, he had promised Glynn that he wouldn""t do it again, that he would be a good boy, but Glynn had literally blew him off, fucken Glynn... why don""t ya just say ""fuck you"" or ""go to hell"" it would have left more of an impact. Alvarez tried to stick his head as far out of the cell as it was possible, when he heard the familiar sounds of a CO""s black boots pounding against the hard floor that led to the solitary cells... oh God who were they letting out this time? What the hell did it matter? It was never him anyways, pretty soon he would be the only motherfucker left in this damn shit hole... this was certainly Miguel Alvarez""s hell... this was like a taste of what hell was going to be like for him and damn it.... it left this gruesome after taste in his mouth and body and he just wanted... OUT! ""Move away from the cell"" Alvarez stared at Murphy with a bewildered look in his eyes... shit they were gonna kill him right here and now. ""Oh come on Alvarez, don""t give me shit today and stop being so damn paranoid, we""re not going to kill you, you""re going back to EmCity"" Alvarez wondered if his eyes really did pop out of his body and fall down to the ground in shock, because that was what it felt like they did when he heard Murphy say he was going back to EmCity. ""Why?"" Alvarez asked as he backed away from the cell and listened to Murphy unlock the cell door and open it up slowly, he listened to the slow ""creeeaaakkk"" sound it made when it opened. ""Looks like someone wanted you out, someone talked Glynn into letting you back into EmCity"" Alvarez walked out of the cell and let Murphy grab him by the arm and lead him out of solitary. ""Prisoner or hack?"" Murphy gave Alvarez a look. ""Sorry, CO."" Murphy smirked. ""Prisoner"" ""Which one?"" ""Ryan O""Reily"" Before Alvarez could say one more word, Murphy released his grip on Alvarez and almost shoved him into EmCity, Murphy wasn""t naturally a mean guy, but Miguel Alvarez was one of the most annoying prisoners, he had ever come across. ""Here we are"" Alvarez let his eyes scan the familiar sight of EmCity, he could hear some of the prisoners talking about him but he didn""t mind, at least now he was something that would be talked about.... he was back in EmCity --- now all that he had to do was find O""Reily. O""Reily ran up the stairs to his pod, not even stopping to even bother to try to hear what the prisoners were saying about him, he heard some of the members of the Irish Gang say something to him but all that mattered at the moment, was getting to see Cyril. ""Cyril?""",29783
600,"His mind was blank as the two minders lifted him up like a sack of potatoes and strapped him onto an operating table; powerful synth-leather straps held him in place that were stronger than steel. Twelve""s breathing grew heavy as the operating lights blinded him. Then before he knew it, the Contra Mundi was standing over him. Nothing could have prepared number twelve for what happened next. ""Who""s a good boy?"" said the Contra Mundi in a childish voice, ""Who""s a good doggie?"" Twelve tried to recoil but there was nowhere to run and no place to hide. The Contra Mundi, the enemy of the world was stroking his hair and petting him like a dog! ""Who""s a good puppy? Puppy!"" Cane Knightlord stroked and petted Fuhrer Candidate number twelve as if he were a silly, cute little puppy dog. ""Oh you""re such a good doggie; yes you are,"" he sang in a syrupy voice. Twelve became even more afraid as the Contra Mundi began to move one hand towards his right eye. ""You""re doing to accept the sin of wrath-oh yes you are, doggy!"" Then without any warning at all, Cane tore out number Twelve""s eye . . . slowly. Fuhrer Candidate number twelve squealed like a pig as his right eye was bloodily torn from his skull as easily as picking a berry. Number Twelve screamed and tried to curl up into a ball, held back by the restraints. Playfully indifferent to the human""s cries of misery, the Contra Mundi took the right eye and threw it up and down in his hand, admiring the cute little organ with the bloody optic nerve hanging off the back. Cain giggled; the eye almost looked like a jellybean. He tossed the eye to the gold toothed Doctor, who squawked with delight. Cain smiled at his subordinate""s enthusiasm, ""Get to it,"" he said in a cold voice. At that, the Gold tooth Doctor puttered over to an alchemic array drawn on the white tile floor in blood. Gingerly, he set the eye down in the center of the array, muttering to himself excitedly as he did; his lazy eye peered off into the dark corner. Then as that was going on, the two lab assistants came with a small box of red stones and two lengths of heavy duty cable or wire of some kind. One of the lab assistants began to uncoil the heavy wire while the other handed the red stones to the gold toothed Doctor. Eagerly, the Doctor began to place the red stones around the now cooling eyeball. Still breathing heavily and weeping from his remaining eye, number Twelve watched with the same dumb bewilderment as an animal being put down. His agony was not over yet, for having fully uncoiled the cables, the tab assistant took the sharp ends of them and thrust them into Twelve""s flesh like sticking wires into a potato battery. Having taken care of the red stones, the other lab assistant took the opposing ends of the cable and gently placed the tips onto the outer edge of the alchemic array. As he heard footsteps, number Twelve abruptly clamped his mouth shut. He""d been trained to show no pain and he would surely be punished severely for being so weak like this.",1220273
230,"The strings were beautifully silver and the tuning pegs were snow white. Upon closer examination, he noticed that the pick guard had a marbled appearance and was very shiny. He could only imagine Anastasia""s expression. ""This, my man,"" Mr. Peace said, ""is a Stratocaster. This is, like, the man of guitars. Your chic will love this baby."" ""I""ll take it,"" Willy said quickly. ""All right! Excellent choice, dude! Now all you have to do is pick out a case and a strap. She gets an amp, free of charge since you""re the first one in here for weeks."" Mr. Peace looked a little sheepish as he said this. They went into the front room. Willy chose a plain black case that had a small box in the neck part to hold guitar picks. ""May I make a suggestion,"" Mr. Peace asked when Willy was trying to decide what color went best with the guitar. ""If I were you, I""d take that one."" He pointed to a bright red strap that had small rhinestones sewn onto it. Willy could easily imagine it laying across Anastasia""s soft shoulder and took it. ""If you can""t, like, carry all this, I can, like, give you a ride back."" Mr. Peace said once he""d gotten an amplifier for Anastasia. Willy had to enlist the help of some oompa loompas to carry everything inside. He hurried up to his room and locked the door, and together, they put the neck strap on the guitar, filled the little box in the case with picks, and put the guitar inside. They wrapped the guitar and the box with the amplifier in it and placed big silver bows on both. Then, he hurried to get them under the massive Christmas tree in the chocolate room before Anastasia found them. Anastasia had gone to sleep in her own room, he discovered, but he wanted her with him. He picked her up and carried her to his room and closed the door. Anastasia looked like a picture in a book in her red flannel nightgown with her hair braided in pigtails. She was still asleep. Willy was okay with that. He was tired, too. He drew the covers over Anastasia and changed into his pajamas. The snow was falling thickly outside, but he was pleasantly warm where he was. He got under the blankets with Anastasia and cuddled up to her. She instinctively wrapped her arms around him, and he fell asleep. The next morning, there was a loud knock at the door. ""Willy! Wake up! IT""S CHRISTMAS!"" yelled Charlie, bounding into the room. He sprang onto the bed, making it jiggle sharply. ""I""m coming,"" Willy mumbled sleepily. Charlie sped out of the room, eager to get to the presents under the huge Christmas tree. ""What""s going on?"" Anastasia mumbled, not even opening her eyes. ""Charlie thought we forgot it was Christmas."" Willy said with a laugh. Anastasia opened her eyes. ""As if we could forget! There""s holly and wreaths and ribbons and mistletoe everywhere!"" Anastasia said. ""Like I need an excuse!"" Willy gave her a kiss. Rose could be heard, laughing at Charlie from her crib in the next room. ""Baby""s up."" Anastasia said, patting Willy on the back. She got up and put her slippers on. Anastasia tended to the baby, then got dressed.",870118
832,"Three eloquent words oft uttered in the hearing Of poets, by poets - as the name is a poet""s, too. Its letters, although naturally lying Like the knight Pinto - Mendez Ferdinando - Still form a synonym for Truth. - Cease trying! You will not read the riddle, though you do the best you can do."" ""And who was that poem for?"" Jacques"" eyes were on her, she could feel them burning. She answered, ""Frances Sargent Osgood."" ""Impressive,"" Jacques said. Olivia preened a bit from the praise. He said, ""I guess we can skip word play and puzzles as well as literature then."" He taught her how to tie a Devil""s Tongue knot, then explained how to make an edible dish entirely out of horseradish and wasabi. He then discussed the more physical aspects of the job and how to apprehend criminals by tripping them up with a whip, rope or fire hose. ""It would be better if I showed you and we practiced properly, but I""m afraid we just don""t have the time."" ""It""s okay,"" Olivia glanced at him. ""I learn best by either reading or orally."" She didn""t realize the double meaning of her words until she saw his widened eyes. He coughed slightly, while she looked away, embarrassed. She had been around plenty of attractive men before and she had managed not to constantly put her foot in her mouth then. What was wrong with her now? Perhaps it was him. Perhaps it was that Jacques Snicket was different than those other men. He tried to ignore her faux paux, but it just made it worse. ""Still, real practice is often best. We should get your hands on a fire hose as soon as possible. I have one in the trunk. I can teach you how to work it. You need a good firm grip on the hose, but not too tight or nothing will come out the end."" Rather than trying to fix the implications once more, Olivia just leaned into it. She looked at him for as long as was safe, considering she was still driving. ""I agree. We should get my hands on your fire hose as soon as possible, so that you can teach me how to turn it on and use it."" He looked embarrassed this time, coughing again. This time it was worse, sounding more like that banker, Mr. Poe. He looked out the side window, his hand still covering his face. Olivia went back to keeping her eyes on the road, on their target. She shouldn""t be flirting with handsome heroes. She should be helping those kind orphans. But she saw him glance at her out of the corner of her eye and wondered, couldn""t she do both? They watched the car of villains stop at hotel. Poe""s car was in the parking lot as well. They watched as Olaf tried to protest, insisting that they had to be ready to chase the orphans once the banker had them in his car again. Esme pointed out that the banker and children had also stopped for the night as the drive was too long to be done in just one day. She insisted she wanted a bed and not to be in the car with smelly hench people for one second more. This comment had made the hench people sniff themselves before they began accusing each other of being the one she was complaining about. Olaf growled but gave in.",1497577
3500,"Made personally by Omiko""s father, who was a metalworker by trade, Omiko""s racket might have just looked like white plastic, but it was much more than just that. Its ability to withstand the intense heat as it skidded against the side of the Covered Conquest Tower was proof enough, and after four seconds, Omiko finally stopped, the racket having embedded itself into the siding enough that she could regain her footing. Below, Sanageyama looked on triumphantly at her comeback. The rest of the Elite Four were quite surprised, but they were not so obvious about showing it. ""Don""t doubt the Athletics Clubs. Not even for a second!"" Sanageyama stated with fervor. Once Omiko and Takaharu made it to the top, Sanageyama knew they would be greeted with something made especially with them in mind. The green-haired kendo master pulled out a microphone from his jacket pocket, relishing the coming moment where he would be able to see a true battle of wills. With this on his mind, the Athletics Club Chairman was particularly ominous in his next statement. ""The real fight has yet to begin."" He didn""t know how he did it, but somehow, Takaharu had made it. His chest heaving, and his arms so sore that they felt like they would fall off, Takaharu nevertheless forced a smile as he looked on from the top of the Covered Conquest Tower. The view itself was beautiful, if one could ignore the gigantic eyes built around the tower which seemed to twitch and jitter at the slightest movement. From atop this place, Takaharu could see all of Honnoji Academy in its full glory, save for Satsuki""s personal spire, which still remained above everything. But despite the calm atmosphere, Takaharu did not have a moment to lose. Right up ahead, the actual top of the tower was surprisingly sparse. It was a empty circle, but at its center was a small black stand, which held none other than the prized One-Star Goku Uniform. It was folded nicely and wrapped neatly in plastic. Takaharu""s eyes glowed with anticipation as he approached the uniform. He was but moments away from his glove actually touching it, before a familiar voice stopped him. ""Don""t even think about."" Takaharu turned slowly, narrowing his eyes as Omiko approached. He didn""t begin to wonder how she could have made such a quick comeback, instead focusing on how he would knock her off the tower again just as easily. ""That""s my uniform."" she declared. As she approached the boxer, who was busy fixing his gloves, she pulled out a seemingly innocuous silver rod. With but a button press, it folded itself out into a portable tennis racket. It was but yet another one of her father""s metalwork wonders. ""It""ll be yours over my dead body, Omiko."" the boxer promised, to which Omiko simply replied with a shark-toothed grin. ""That can be easily arranged."" Too caught up in insulting the other, and too anxious to fight, neither Omiko or Takaharu noticed the faint clicking noise as the structure""s delicate weight system registered two bodies. A large speaker erupted from the ground, and out of it, came Uzu Sanageyama""s voice.",967934
3188,"As Eddy is sucked into HFIL and he sees the whole place is full of fire, volcanos, magma, and shows like ""Grace Under Fire"", ""CSI"", and ""Family Matters"" are the only shows there and the movies ""Troll II"", ""Manos the Hands of Fate"", and ""From Justin to Kelly"" are the only movies being played there. Eddy is then placed in a bus that is on the ""Highway to HFIL"" and he shivers at the sight of the bus being surrounded in a sea of fire, sitting next to him is a demon that resembles Nazz who appears to stare at him with love in her eyes, this makes him even more nervous. And then he sees what looks like Kevin in a devil costume, roasting Jelly Jiggler on a BBQ grill looking cross-eyed while saying ""WE EAT THE JELLY AND TOGETHER WE BURN...BURN...!"" and demon-Nazz says ""save me a drumstick!"" and then the Devil Kevin says ""COME WITH ME, YOU BELONG WITH ME, BURN....BURN...!"" and demon-Nazz laughs demonically. Eddy suddenly wets himself at the sight of what""s going on, so he fainted... However it isn""t as bad as what""s in store for him... Eddy suddenly wakes up and he finds himself strapped to a chair that is next to an jawbreaker making machine and then he suddenly sees a demon that looks exactly like Marie Kanker and she says to him ""So you like Jawbreakers huh? WELL SUCK ALL THE JAWBREAKERS IN THE WORLD MUAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA!"" 2 hours later, the room full of Jawbreakers is almost empty, Eddy is now ballooned, extremely content and he kept saying ""more!"" and the demon-Marie kept laughing and says ""MUAHAHAHAHAHAHAHAHA...HA...HA...HA...ha...heh... oh what""s the use...I don""t get it, this torture drove John Candy mad in 20 minutes"". Eddy was then put inside a machine and is forced to wear a mole costume and when the signal lights up, he is pushed out of the machine and sees a demon-Sarah and she whacks him with her mallet, he is inside a ""whack-a-mole"" machine and he""s the only mole in that machine, this torture lasts for 44 minutes. Eddy is then thrown in a dungeon and sees a demon that resembles May Kanker but in a top hat costume and she sings to the tune of the ""Robot Hell"" song: Scaming kids and fooling people, Just for money, it""s not very cool, down here you will stay, me and the demons will play This ain""t robot HFIL, you fool! This is HFIL, you can see, You can blame this on your stupid greed, Is it worth you fool? Do you think it""s cool? Now you will pay for your greedy deed! Eddy manages to escape demon-May""s dungeon through the hallways of HFIL but then he falls down the stairs and he ends up sliding into a giant mouth painted on a wall inside the door. The mouth leads to a giant set of intestines, which dumps him to the sixth dimension, and stumbles upon a door, where a boxer that looks like Rolf punches him out. As he""s coming to, a group of mysterious robed men come out of a door marked ""The Mystic Knights of the Oingo Boingo"" and start to drag him off. Eddy asks ""Where are you taking me? Where""s Ed? Where""s Double D?",910821
1819,"""Ellie kinda overheard you guys talk."" ""She did?"" asked Crash. Then, Ellie came out of the cave, looking definitely pleased to see Crash and Eddie getting along and sharing their feelings. They saw her looking really happy and she said, ""I""m really glad to see you two sharing your thoughts."" ""Well, actually, Eddie helped me. I started letting out my personal feelings and he let out some too."" Crash explained. ""Yeah, we really gained this connection back to us."" Eddie said. ""That""s good enough for me."" she said. Soon, Sid stepped out of the cave, looking tired and beaten down. They looked at his eyes and face and it looks like it""s been flattened. Manny smiled and said, ""Morning, Sid."" ""It""s morning, but there""s nothing good about it."" Sid said. ""And why is that?"" asked Ellie. ""Because I""ve had a face full of butts last night. Manny sat down and Diego sat on me also, and his butt smells horrible! I feel like my face has gone flat and it almost smells like tiger poop."" Eddie starts laughing hysterically and Crash tried to stifle his laughter. Sid looked very insulted and asked, ""You find this funny?"" ""I""m sorry. It""s just that word, ""tiger poop"" got me laughing."" Eddie said. Then, Crash starts laughing as well and Sid said, ""I don""t find that funny, at all."" ""Then, why are they laughing?"" asked Manny. ""Nice use of your butt, by the way."" Ellie whispered. ""My butt says thank you."" ""Tell him you""re welcome."" ""Morning, my peeps."" said Diego. ""Oh, what are you doing here?"" asked Sid. ""Gretting you all in the morning. So, does my butt stink wore you in?"" ""It turned me in every which way but loose."" ""That""s what you get for letting Crash kiss my butt on truth or dare the other day."" Sid groaned and started whining, ""When in this gonna stop?"" ""Only if you accept defeat in truth-or-dare."" ""Or involving us in it."" said Manny. Sid groaned and then sighed wearily and said, ""Okay. I know when I""m beaten. I""ll stop."" ""Good. Because soon, Crash and Eddie are the new kings of truth-or-dare."" said Ellie. ""Yeah! We""re gonna kick butt!"" Eddie exclaimed. ""Only if one of us cane sit on him."" Crash said. ""What have I gotten myself into? Parting is such sweet sorrow."" ""Let""s just head on. You can part in your own sweet sorrow later on."" Manny said. ""Whatever."" At least it""s getting good. Stay tuned for more! I have returned for making new chapters!! Chapter 9: Apologies After they left the cave after a much-needed sleep, the gang continued migrating and Sid was being his usual self; annoying the crap out of the others by his constant rambling and stuff, and also talking about being the king of truth-or-dare. It was apparent that Sid wasn""t accepting defeat anymore. Hearing Sid talk made Manny and Diego a little ticked off and it gets on their nerves every five seconds. Manny grew infuriated and stopped himself, turned to Sid with his eyebrows lower, got to his face and asked, ""Are you finished?"" Sid saw those angry looks of Manny. It was the ""please shut up before you force me to do it for you"" angry look.",1276465
